"sample","BC1","BC2","BC3","BC4","BC5","BC6","BC7","BC12","BC9","BC10"
"ENSG00000113742.12",124,1442,620,2162,507,1436,868,276,678,373
"ENSG00000113749.7",36,46,12,74,36,72,134,14,17,37
"ENSG00000113758.13",2029,1929,435,2932,4882,1261,5185,458,1438,250
"ENSG00000113761.11",138,599,192,734,300,371,468,102,245,132
"ENSG00000113763.10",6,386,173,16,752,9,158,147,137,40
"ENSG00000113790.10",33,168,43,112,87,107,180,132,49,84
"ENSG00000113805.8",5,6,2,56,69,64,31,51,35,18
"ENSG00000113810.15",2058,1219,1238,989,674,2119,1813,723,1208,281
"ENSG00000113811.10",1422,4706,1688,2937,2313,2658,1548,1110,420,931
"ENSG00000113812.13",361,479,332,809,327,555,513,281,174,82
"ENSG00000113838.12",76,177,101,346,124,424,475,281,256,98
"ENSG00000113845.9",573,2352,911,2394,1830,2913,2288,2234,1315,2168
"ENSG00000113851.14",542,1559,781,1082,962,1632,769,1151,878,558
"ENSG00000113889.11",0,0,0,0,0,1,8,0,0,0
"ENSG00000113905.4",0,0,1,0,0,0,0,0,0,1
"ENSG00000113916.17",96,331,245,559,2719,2121,503,203,819,535
"ENSG00000113924.11",2,68,22,89,76,168,434,36,529,541
"ENSG00000113946.3",0,0,0,0,0,0,1,1,0,6
"ENSG00000113966.9",153,234,126,359,146,579,389,209,194,139
"ENSG00000113971.19",61,316,88,152,57,291,171,105,151,67
"ENSG00000114013.15",265,141,82,203,228,280,190,189,96,193
"ENSG00000114019.14",121,148,256,1383,738,997,798,199,133,112
"ENSG00000114021.11",1032,3652,891,2312,2202,2272,2804,1372,1811,1432
"ENSG00000114023.15",1426,3992,1746,1785,2838,2346,2885,1172,1257,1550
"ENSG00000114026.21",221,538,199,648,303,662,441,284,459,107
"ENSG00000114030.12",462,1405,721,1095,1080,1206,1095,487,850,549
"ENSG00000114054.13",1098,1539,913,1902,1567,1083,1724,1552,1284,615
"ENSG00000114062.18",611,2433,1532,3155,943,3230,1832,1204,1120,1053
"ENSG00000114098.17",463,1261,696,1237,955,1184,1009,606,721,381
"ENSG00000114107.8",197,937,206,650,812,604,752,667,684,528
"ENSG00000114113.6",3,12,1,4,3,13,10,4,61,12
"ENSG00000114115.9",3262,2986,580,198,266,253,894,290,3395,264
"ENSG00000114120.11",762,1883,1453,2044,1134,3019,3242,1303,1740,715
"ENSG00000114124.2",2,2,1,2,4,3,4,1,3,3
"ENSG00000114125.13",1050,6000,2574,3784,2133,3857,6835,2712,1883,1860
"ENSG00000114126.17",890,756,537,1443,1156,778,1152,431,755,326
"ENSG00000114127.10",754,1188,589,1203,754,1427,918,551,664,477
"ENSG00000114166.7",92,559,279,208,215,421,226,337,189,206
"ENSG00000114200.9",2,1,5,7,6,16,14,8,4,0
"ENSG00000114204.14",0,0,0,0,0,3,1,1,2,1
"ENSG00000114209.14",624,2212,726,2027,626,2032,3431,2615,872,1440
"ENSG00000114248.9",1,0,2,0,4,5,1,8,260,309
"ENSG00000114251.14",12,60,11,503,410,267,225,279,80,113
"ENSG00000114268.11",129,597,259,493,336,492,1080,184,164,126
"ENSG00000114270.17",31,810,64,179,157,238,1420,80,62,193
"ENSG00000114279.13",166,368,1618,35,621,33,133,113,31,31
"ENSG00000114302.15",1051,1451,1244,1672,2100,1609,1302,856,641,360
"ENSG00000114315.3",307,1843,477,395,1173,358,661,406,992,563
"ENSG00000114316.12",715,1761,985,1446,1143,1490,1055,810,441,333
"ENSG00000114331.13",683,1772,640,1359,675,1563,2012,940,1128,683
"ENSG00000114346.13",629,1432,963,1155,741,1804,3120,1926,1796,666
"ENSG00000114349.9",3,0,0,2,3,1,9,0,0,0
"ENSG00000114353.16",2292,4833,2739,10281,7019,7077,5440,1906,2112,1146
"ENSG00000114354.13",1837,2555,1725,6445,6819,3524,2737,1699,3013,1368
"ENSG00000114374.12",0,0,0,0,0,1,495,1,0,0
"ENSG00000114378.16",20,11,23,66,49,22,48,18,11,20
"ENSG00000114383.9",856,2846,913,1730,1749,1363,828,719,286,530
"ENSG00000114388.12",393,1380,632,1017,1019,1009,520,586,175,285
"ENSG00000114391.12",16309,19988,13165,14350,44934,16814,33913,28779,13237,20158
"ENSG00000114395.10",360,1010,373,543,620,578,274,177,102,228
"ENSG00000114405.10",590,7655,642,1110,3380,540,1497,1214,669,698
"ENSG00000114416.17",3195,3291,2703,4106,4511,4709,6201,1081,2917,828
"ENSG00000114423.18",419,560,391,515,542,427,617,239,462,336
"ENSG00000114439.18",505,941,593,2171,1370,1625,1231,755,788,869
"ENSG00000114446.4",447,904,368,1918,820,760,737,586,666,769
"ENSG00000114450.9",843,1299,266,322,966,598,1547,513,200,765
"ENSG00000114455.13",1,3,0,2,2,1,2,2,0,0
"ENSG00000114473.13",292,365,118,644,304,803,274,149,157,177
"ENSG00000114480.12",269,471,755,430,471,497,882,474,201,182
"ENSG00000114487.9",0,0,0,1,26,2,0,2,2,0
"ENSG00000114491.13",1028,1265,845,1062,1278,1160,1242,1140,1136,651
"ENSG00000114503.10",2548,4039,2813,3570,3939,2740,3148,1967,2318,1132
"ENSG00000114520.10",699,1885,822,1228,928,1847,1469,1430,899,785
"ENSG00000114529.12",21,666,1186,460,82,553,557,694,450,69
"ENSG00000114541.14",117,277,114,248,271,416,246,191,149,261
"ENSG00000114544.16",224,1188,639,1454,1298,1353,864,595,762,330
"ENSG00000114547.9",6,8,1,1,2,32,12,16,17,5
"ENSG00000114554.11",1348,1988,711,1939,1979,1913,2343,445,2495,527
"ENSG00000114573.9",1399,3330,1459,2981,1990,2072,1897,1476,2211,1081
"ENSG00000114626.17",127,853,687,613,333,826,586,213,236,201
"ENSG00000114631.10",2240,2536,852,1079,2927,286,1186,834,2855,499
"ENSG00000114638.7",0,0,0,1,1,2,0,0,0,1
"ENSG00000114646.9",114,250,11,33,122,33,100,57,38,19
"ENSG00000114648.11",286,416,405,616,696,497,496,204,168,129
"ENSG00000114650.18",1746,1920,1258,2861,3471,2346,1911,705,590,552
"ENSG00000114654.7",7,17,782,140,48,88,68,153,404,24
"ENSG00000114656.10",3,41,217,59,44,42,68,114,91,13
"ENSG00000114670.13",174,396,109,331,358,550,284,146,274,130
"ENSG00000114686.8",3129,4551,2043,3250,5538,3076,4812,3439,2911,2153
"ENSG00000114698.14",51,52,78,173,57,263,143,196,93,102
"ENSG00000114735.9",385,1519,484,1059,623,1608,693,262,142,227
"ENSG00000114737.15",978,1119,2108,1961,311,818,533,836,194,229
"ENSG00000114738.10",730,1630,1617,2168,1386,1330,1785,1024,582,503
"ENSG00000114739.13",762,599,612,633,497,809,1506,161,332,59
"ENSG00000114742.13",802,1147,829,1552,1365,1446,1076,787,875,280
"ENSG00000114744.8",614,1123,338,1350,761,1197,1295,958,551,712
"ENSG00000114745.13",414,1413,600,2622,979,1334,802,497,999,385
"ENSG00000114757.18",0,137,8,6,123,22,48,5,13,3
"ENSG00000114767.6",762,941,505,883,1354,465,735,310,275,85
"ENSG00000114770.16",243,7808,1835,7249,809,8468,15265,1604,1714,768
"ENSG00000114771.13",0,0,0,0,0,0,2,0,0,3
"ENSG00000114779.19",500,1586,1167,1788,2771,1050,457,826,263,286
"ENSG00000114784.3",593,1598,1106,1155,1003,1248,1272,689,602,409
"ENSG00000114786.16",2,3,3,3,1,2,2,4,4,1
"ENSG00000114790.12",52,104,33,158,8,139,248,178,196,38
"ENSG00000114796.15",807,922,510,937,1326,1522,1166,723,561,451
"ENSG00000114805.16",494,603,9,269,333,103,390,192,300,68
"ENSG00000114812.12",130,236,460,570,582,664,129,122,349,151
"ENSG00000114841.17",35,260,87,236,229,481,119,46,71,149
"ENSG00000114850.6",2826,6479,2860,14389,5066,9569,8282,5197,7380,4393
"ENSG00000114853.13",64,268,117,742,516,937,304,184,441,98
"ENSG00000114854.7",2,52,9,43,3,7,102,5,4,10
"ENSG00000114857.17",957,3477,1471,1708,1701,4301,2229,547,1899,878
"ENSG00000114859.15",69,198,80,349,106,252,214,71,248,17
"ENSG00000114861.18",339,1618,607,1159,2367,1141,839,420,752,305
"ENSG00000114867.20",4031,3942,5782,10601,8239,4297,12305,2492,9130,1705
"ENSG00000114902.13",2131,16825,3234,5329,4602,5587,2663,3506,844,1482
"ENSG00000114904.12",279,830,474,916,735,1081,486,330,222,120
"ENSG00000114923.16",169,352,51,240,419,122,410,43,313,78
"ENSG00000114933.15",263,366,327,409,589,315,779,191,454,160
"ENSG00000114942.13",4507,8371,4877,8085,8133,8517,13109,16966,9096,11697
"ENSG00000114948.12",3,3,40,38,21,20,212,20,9,18
"ENSG00000114956.19",630,1303,713,1310,1001,567,1122,749,557,583
"ENSG00000114978.17",2444,3939,2609,5747,3657,3391,3780,2827,1632,2732
"ENSG00000114982.17",594,2795,1551,1497,1631,2633,2265,557,1803,510
"ENSG00000114988.11",260,1226,1028,1218,264,650,679,342,875,182
"ENSG00000114993.16",647,900,590,2283,1176,677,975,674,978,408
"ENSG00000114999.7",574,918,491,852,717,730,1472,634,914,583
"ENSG00000115008.5",3,7,0,9,7,1,7,7,1,5
"ENSG00000115009.11",91,3,0,21,10,16,10,106,4,16
"ENSG00000115020.16",314,561,353,655,240,632,1013,348,673,336
"ENSG00000115041.12",40,66,46,145,109,79,99,44,108,17
"ENSG00000115042.9",134,518,193,430,269,258,507,378,278,136
"ENSG00000115053.15",12525,7378,14329,20119,20621,6214,18575,6239,11156,2897
"ENSG00000115073.7",377,1708,903,1008,1331,1232,1732,1609,1249,565
"ENSG00000115084.13",385,1891,914,1362,639,1120,1518,2080,1189,1202
"ENSG00000115085.13",42,149,44,50,7,99,140,13,61,315
"ENSG00000115091.11",2953,6232,2801,4331,5411,3458,6051,4019,3185,4594
"ENSG00000115107.19",77,691,209,79,1291,298,442,332,1368,585
"ENSG00000115109.13",172,1794,941,1103,591,1061,1894,1290,806,281
"ENSG00000115112.7",20,187,230,1190,58,371,421,151,1766,51
"ENSG00000115128.6",1160,1595,1623,2680,2167,1402,3160,3221,1100,1770
"ENSG00000115129.13",59,116,60,172,130,174,312,92,122,85
"ENSG00000115137.11",29,145,128,339,70,196,192,89,176,115
"ENSG00000115138.10",10,35,5,10,17,21,53,13,6,26
"ENSG00000115145.9",185,1529,603,598,467,854,1132,1043,625,568
"ENSG00000115155.16",23,7,2,10,17,1,3,2,7,3
"ENSG00000115159.15",469,1430,848,861,485,1075,2313,882,918,994
"ENSG00000115163.14",338,692,287,273,678,192,675,258,239,195
"ENSG00000115165.9",147,220,33,128,220,276,86,66,70,216
"ENSG00000115170.13",145,626,420,685,546,447,836,285,464,536
"ENSG00000115183.14",137,536,276,974,441,943,754,719,787,389
"ENSG00000115194.10",1,3,0,5,14,4,49,0,2,2
"ENSG00000115204.14",377,1383,739,2728,1045,977,1331,1188,698,707
"ENSG00000115207.13",703,1138,1034,1380,1361,594,1583,597,765,476
"ENSG00000115211.15",417,1005,901,1591,966,462,1104,531,530,565
"ENSG00000115216.13",1430,1886,1223,4783,2979,1716,4176,1270,1714,1050
"ENSG00000115221.10",98,12,14,158,518,349,894,6564,427,799
"ENSG00000115226.9",37,48,29,167,104,138,289,45,38,44
"ENSG00000115232.13",96,132,63,120,29,333,216,99,134,185
"ENSG00000115233.11",1689,4384,1660,2044,3023,1633,5372,2659,2127,2138
"ENSG00000115234.10",935,2296,1792,4655,2211,2317,2807,2001,1884,1561
"ENSG00000115239.21",19,68,23,28,19,19,60,16,27,56
"ENSG00000115241.10",2484,3219,2180,5517,3607,1400,5168,1497,2309,1057
"ENSG00000115252.18",35,49,35,62,20,96,52,57,42,92
"ENSG00000115255.10",166,510,1591,1052,2530,204,709,481,662,807
"ENSG00000115257.15",17,521,97,221,83,187,90,36,33,20
"ENSG00000115263.14",0,0,0,0,0,0,0,0,0,0
"ENSG00000115266.11",2,143,73,68,238,60,33,43,39,7
"ENSG00000115267.5",1709,1082,820,1455,363,508,1115,757,1180,491
"ENSG00000115268.9",8683,22415,15310,13417,17852,14042,17820,17640,8909,12222
"ENSG00000115271.10",370,1101,202,862,464,354,1206,1166,599,497
"ENSG00000115274.14",5,14,2,7,5,10,21,7,6,3
"ENSG00000115275.11",1351,1620,1351,2817,1269,965,1529,597,1151,549
"ENSG00000115282.19",381,730,589,610,382,402,735,231,285,187
"ENSG00000115286.19",55,194,135,147,145,152,135,76,82,67
"ENSG00000115289.13",371,957,669,736,465,289,527,262,227,160
"ENSG00000115290.9",254,38,629,36,3071,11,1079,37,95,7
"ENSG00000115295.19",34,109,14,1170,116,149,155,79,238,140
"ENSG00000115297.10",0,26,1,5,17,6,1,0,1,2
"ENSG00000115306.15",1084,2358,2852,3829,1364,1957,4992,810,2491,1089
"ENSG00000115307.16",3411,7420,3425,6139,4658,2192,4162,1749,1469,1913
"ENSG00000115310.17",2555,6607,6271,12832,6013,6213,9726,5214,4878,4969
"ENSG00000115317.11",253,552,320,745,228,347,461,273,287,207
"ENSG00000115318.11",19,301,108,361,47,227,233,72,59,38
"ENSG00000115325.13",60,365,627,855,182,304,263,189,99,77
"ENSG00000115339.13",191,675,960,7,155,42,694,509,1381,1566
"ENSG00000115350.11",388,1673,945,428,531,499,1118,1195,502,999
"ENSG00000115353.10",37,3,11,2,72,3,17,2,12,8
"ENSG00000115355.15",225,335,318,234,653,328,918,167,114,195
"ENSG00000115361.7",0,1,1,3,6,2,5,0,0,710
"ENSG00000115363.13",26,53,14,141,59,105,149,138,48,67
"ENSG00000115364.13",1678,1139,659,1651,1612,813,1407,827,886,825
"ENSG00000115365.11",314,1664,628,2441,911,2217,1533,1003,1136,526
"ENSG00000115368.9",721,1053,1005,867,1151,543,1520,579,953,415
"ENSG00000115380.19",199,294,216,21146,588,1322,770,356,381,511
"ENSG00000115386.5",0,0,1,0,2,0,3,0,1,0
"ENSG00000115392.11",244,710,344,635,2002,804,571,333,216,175
"ENSG00000115414.18",8342,12024,6482,76249,41897,46950,25472,32293,6225,14527
"ENSG00000115415.18",5911,5963,3747,12784,2291,5460,7467,3974,5746,3446
"ENSG00000115419.12",601,1908,598,1681,519,1510,2042,1944,983,1330
"ENSG00000115421.12",453,616,386,653,406,360,746,289,318,238
"ENSG00000115423.18",23,5,5,106,9,44,32,5,22,8
"ENSG00000115425.13",97,749,109,229,111,325,403,83,214,214
"ENSG00000115446.11",160,1665,645,1157,410,1063,1654,1229,643,809
"ENSG00000115457.9",332,2247,1360,2989,2953,1248,6290,814,3930,77
"ENSG00000115459.17",291,998,322,912,268,596,666,211,548,395
"ENSG00000115461.4",1829,3372,2004,4778,16771,3909,16995,2360,59016,1172
"ENSG00000115464.14",1369,873,631,1330,424,1308,1746,515,1378,416
"ENSG00000115468.11",139,3510,74,17717,5887,3946,3815,2498,10945,650
"ENSG00000115474.6",3,5,0,3,0,1,6,4,2,1
"ENSG00000115484.14",2492,4596,2947,7322,3287,2737,7093,4287,2902,2184
"ENSG00000115486.11",526,1367,464,2424,993,660,1094,631,747,587
"ENSG00000115488.3",0,0,0,0,0,0,0,0,0,0
"ENSG00000115504.14",540,635,396,733,364,418,667,306,439,151
"ENSG00000115507.9",16,59,37,19,29,7,16,24,108,21
"ENSG00000115514.11",427,1557,488,663,836,781,1711,1460,493,1010
"ENSG00000115520.8",290,2557,741,1546,476,719,1309,1202,490,691
"ENSG00000115523.16",93,232,62,48,43,50,113,34,53,330
"ENSG00000115524.15",3764,9869,7207,8794,5546,6144,9710,3962,5088,3776
"ENSG00000115525.17",91,315,140,165,149,264,201,69,154,185
"ENSG00000115526.10",157,228,116,143,224,667,457,87,316,45
"ENSG00000115539.13",618,949,573,662,1974,473,983,837,806,508
"ENSG00000115540.14",404,2207,856,1087,803,931,1536,1612,475,979
"ENSG00000115541.10",870,4335,799,900,1539,1126,1921,537,764,1500
"ENSG00000115548.16",607,1204,1029,1840,707,1213,2163,483,1074,473
"ENSG00000115556.13",30,610,100,1026,263,347,204,40,164,25
"ENSG00000115561.15",732,1321,834,2332,1131,1051,1212,1056,1425,749
"ENSG00000115568.15",255,669,566,588,559,421,627,188,542,166
"ENSG00000115590.13",74,9,1,3,9,15,38,11,4,9
"ENSG00000115592.11",3,0,0,0,51,0,0,0,1,4
"ENSG00000115593.14",0,0,0,4,1,2,5,0,3,1
"ENSG00000115594.11",256,517,148,642,1949,1190,2351,2261,591,718
"ENSG00000115596.3",162,3,2,13,111,9,6,2,6,9
"ENSG00000115598.9",6,9,0,11,87,5,7,1,22,6
"ENSG00000115602.16",4,6,1,17,1,23,33,6,32,4
"ENSG00000115604.10",41,50,6,46,10,74,70,15,38,65
"ENSG00000115607.9",19,33,1,2,1,14,18,4,12,42
"ENSG00000115616.2",14,6,5,3,90,14,225,873,16,229
"ENSG00000115641.18",47,122,409,1567,780,755,523,2505,1004,234
"ENSG00000115648.13",57,20688,9154,10341,5648,6438,6318,3069,4714,2228
"ENSG00000115649.15",605,1638,1934,3379,2221,972,1415,945,1408,450
"ENSG00000115652.14",365,825,984,1303,513,518,1028,573,948,394
"ENSG00000115657.12",7,102,8,16,6,20,30,1,37,3
"ENSG00000115661.13",139,1163,468,1354,419,950,1168,1142,500,594
"ENSG00000115665.8",0,0,0,0,1,18,0,4,1,3
"ENSG00000115677.16",4257,4933,7775,14949,12166,7895,10338,6186,7173,3520
"ENSG00000115685.14",840,1601,1379,2466,1951,850,1334,784,526,504
"ENSG00000115687.13",207,1878,343,744,293,927,1237,68,188,201
"ENSG00000115694.14",935,2655,1413,2178,2074,1234,2637,1012,1050,860
"ENSG00000115705.20",2,33,17,41,2,7,109,25,22,29
"ENSG00000115718.17",1,9,4,24,13,18,16,13,12,13
"ENSG00000115738.9",1143,3128,748,1798,3214,978,851,798,798,684
"ENSG00000115750.16",140,267,250,508,259,222,568,570,151,126
"ENSG00000115756.12",656,647,606,2642,748,381,807,475,628,482
"ENSG00000115758.12",1948,609,633,1253,1705,858,3360,760,460,876
"ENSG00000115760.13",802,1295,1477,2364,993,1234,2312,698,1376,906
"ENSG00000115761.15",379,515,419,930,705,346,730,460,410,275
"ENSG00000115762.16",787,3078,1716,2265,1087,2893,3645,3317,4263,1466
"ENSG00000115806.12",798,2666,2299,3474,2199,1537,2784,1980,2738,1427
"ENSG00000115808.11",357,824,405,1765,608,1120,1377,591,843,417
"ENSG00000115816.14",273,229,510,948,169,626,1815,988,609,353
"ENSG00000115825.9",374,245,154,351,142,671,1306,581,182,442
"ENSG00000115827.13",196,583,259,455,279,486,894,351,539,245
"ENSG00000115828.15",299,220,500,223,103,317,311,130,29,83
"ENSG00000115839.17",512,1030,1084,1333,1338,975,1266,713,865,554
"ENSG00000115840.13",140,679,234,594,348,428,523,323,696,264
"ENSG00000115841.19",13,30,21,79,30,155,88,91,7,63
"ENSG00000115844.10",1,86,36,0,0,1,2,0,175,3
"ENSG00000115850.9",16,1,1,0,9,1,1,3,9,443
"ENSG00000115866.10",934,1780,1033,1359,2613,1093,2237,1391,741,599
"ENSG00000115875.18",2263,4803,3788,4663,3190,3905,6189,4184,2219,2182
"ENSG00000115884.10",981,14767,738,18299,10734,4239,4396,8779,2177,8025
"ENSG00000115896.15",38,70,58,33,147,70,109,88,33,190
"ENSG00000115902.10",160,2185,4181,8193,1362,2032,1928,604,2316,738
"ENSG00000115904.12",488,849,641,1792,683,878,1201,329,911,434
"ENSG00000115919.14",71,82,26,114,309,342,180,142,38,788
"ENSG00000115934.11",0,0,0,0,0,0,0,0,0,0
"ENSG00000115935.17",686,808,326,861,655,1301,893,470,480,850
"ENSG00000115942.8",382,1050,499,784,597,504,1196,538,506,355
"ENSG00000115944.14",1420,3574,2993,6177,3886,2670,4476,4679,2546,2602
"ENSG00000115946.7",633,1748,588,1467,619,609,1286,1214,696,709
"ENSG00000115947.13",463,1657,574,965,619,865,1686,1133,664,799
"ENSG00000115956.9",359,366,132,308,289,445,386,209,199,369
"ENSG00000115963.13",176,731,224,954,607,224,935,275,304,755
"ENSG00000115966.16",520,2333,743,896,1048,1110,1178,962,800,683
"ENSG00000115970.18",399,550,543,1044,820,508,835,430,431,306
"ENSG00000115977.18",617,396,323,1201,501,470,904,109,528,291
"ENSG00000115993.12",446,1922,743,1098,713,1354,1830,892,940,759
"ENSG00000115998.7",98,199,145,348,147,192,189,115,113,70
"ENSG00000116001.15",2000,4000,1211,2198,1812,1875,3940,1411,1433,1489
"ENSG00000116005.11",588,1983,2294,5113,1371,1845,1749,1271,1996,1088
"ENSG00000116014.9",1,304,7,12,6,7,35,319,53,3
"ENSG00000116016.13",562,2234,1093,7885,911,1255,910,668,790,1130
"ENSG00000116017.10",69,311,517,459,224,392,1346,121,204,57
"ENSG00000116030.16",3083,6691,3182,5914,5136,2789,5201,5014,1955,2564
"ENSG00000116031.8",109,0,4,69,11,14,5,1,5,0
"ENSG00000116032.5",0,5,9,4,26,23,8,7,1,3
"ENSG00000116035.2",724,23,7,126,96,11,26,20,116,45
"ENSG00000116039.11",391,34,16,662,226,495,97,639,670,73
"ENSG00000116044.15",566,1791,1413,2145,1216,1498,1423,1637,1512,790
"ENSG00000116062.14",984,1114,1315,2110,1181,1168,3574,826,1106,439
"ENSG00000116095.10",282,1010,572,831,410,557,596,498,349,362
"ENSG00000116096.5",661,3503,1475,3115,3443,1122,816,988,1570,828
"ENSG00000116106.11",16,35,45,71,416,118,168,53,33,70
"ENSG00000116117.17",75,121,124,382,187,283,162,90,197,108
"ENSG00000116120.9",1001,1956,1280,1787,1901,802,1877,1421,1182,741
"ENSG00000116127.17",820,623,484,1065,645,624,1239,185,468,146
"ENSG00000116128.10",595,756,658,1038,1322,1382,1210,256,845,196
"ENSG00000116132.11",511,219,278,1730,1935,3760,1532,1679,626,997
"ENSG00000116133.11",3310,5876,9442,18019,6869,10817,10800,919,12411,6865
"ENSG00000116138.12",404,930,763,1060,521,665,825,249,654,284
"ENSG00000116141.15",7,107,33,274,325,44,1036,203,181,65
"ENSG00000116147.16",0,6,3,4,21,0,2,8,7,28
"ENSG00000116151.13",39,207,99,256,212,262,182,59,58,73
"ENSG00000116157.5",164,138,49,198,171,266,252,292,121,145
"ENSG00000116161.17",5025,5977,2450,5208,9717,6803,5578,4959,3737,1642
"ENSG00000116171.17",1164,5387,2569,5270,5128,2619,2662,1974,2549,2053
"ENSG00000116176.6",1,54,125,948,74,22,15,21,1002,1
"ENSG00000116183.10",5,10,0,2,11,1788,14,5,9,3
"ENSG00000116191.17",64,1148,597,1499,1713,3855,2119,1240,1447,375
"ENSG00000116194.12",14,8,6,36,3,20,11,16,17,10
"ENSG00000116198.12",316,701,625,1253,479,619,758,219,513,239
"ENSG00000116199.11",1840,1805,1722,2817,3466,3304,2648,1892,3441,585
"ENSG00000116205.12",139,380,267,530,234,290,402,142,243,158
"ENSG00000116209.11",1916,14766,10440,11092,6660,7287,11153,5646,4872,5893
"ENSG00000116212.14",290,670,637,1217,463,561,1074,337,665,276
"ENSG00000116213.15",321,887,439,834,335,589,635,184,295,232
"ENSG00000116218.12",0,0,0,1,0,1,0,0,0,0
"ENSG00000116221.15",1041,2212,1344,3037,2075,1195,3010,887,1782,883
"ENSG00000116237.15",858,3293,2280,3856,1493,1331,3184,687,1947,970
"ENSG00000116251.9",6635,12023,11210,12822,16773,7149,13614,7335,10192,5658
"ENSG00000116254.17",0,21,8,2,244,3,29,0,4,2
"ENSG00000116260.16",1126,2282,4971,4798,1396,1221,2859,3406,8700,310
"ENSG00000116266.10",392,2040,933,1832,960,1202,1204,519,890,446
"ENSG00000116273.5",487,809,649,2105,778,784,1211,240,616,154
"ENSG00000116285.12",495,1047,394,2255,448,3721,1158,411,519,243
"ENSG00000116288.12",3545,9226,6717,11686,7976,5176,7369,3187,4378,3209
"ENSG00000116299.16",49,5125,3930,7512,7259,3018,2210,785,1819,1461
"ENSG00000116329.10",3,9,289,600,374,47,24,30,134,1
"ENSG00000116337.15",192,636,212,687,398,385,733,125,364,222
"ENSG00000116350.16",955,2181,1804,2541,2308,1828,2991,427,1060,566
"ENSG00000116353.15",251,427,341,1204,507,453,608,267,665,113
"ENSG00000116396.14",43,64,67,88,160,104,170,15,199,91
"ENSG00000116406.18",744,1246,914,1771,1169,2334,1303,1349,2427,588
"ENSG00000116455.13",331,607,299,818,504,242,743,122,227,239
"ENSG00000116459.10",2204,5383,3213,6721,4422,2947,6472,3134,1940,3102
"ENSG00000116473.14",720,1527,968,2215,1413,1329,1502,851,694,1021
"ENSG00000116478.11",1685,3860,4070,2769,2676,2106,3580,850,1644,767
"ENSG00000116489.12",1881,4163,3168,4403,4381,2968,5233,2545,2267,2798
"ENSG00000116497.17",344,1099,396,746,437,814,1128,281,503,300
"ENSG00000116514.16",182,365,387,989,283,661,913,269,493,308
"ENSG00000116521.10",825,700,686,2533,1102,1261,774,858,914,204
"ENSG00000116525.13",82,587,311,351,287,140,357,58,210,75
"ENSG00000116539.12",2054,1485,1053,1863,1826,2910,1101,811,1567,409
"ENSG00000116544.11",85,359,3,10,396,12,127,5,37,4
"ENSG00000116560.10",7045,9581,8361,9126,15768,6521,9206,2022,5828,2385
